name,E_name,gender,birth,height,weight,event,nationplace,picture,introduce,href
孙美晨,Sun Meichen,女,1998年,,,游泳,河北,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,孙美晨，中国游泳运动员。在里约奥运会上她将出战女子4×100米自由泳项目。详细介绍主要战绩2016年钜派杯全国游泳冠军赛暨里约奥运选拔赛，女子100米自由泳预赛，河北选手孙美晨游出55秒07排名第一。,http://info.2016.163.com/athlete/7990.html
周敏,Zhou Min,女,1997年12月,,,游泳,上海,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,周敏，上海人，中国女子游泳队运动员，生于1997年，注册代表普陀区，带训教练为殷雪勤。于2003年进入普陀游校参加游泳训练，训练认真，技术动作规范、标准。在里约奥运会上，周敏将出战女子女子200米个人混合泳以及400米个人混合泳项目。详细介绍主要战绩2008年上海市学生运动会100米仰泳第一名、200米个人混合泳第三名、混合泳接力和自由泳接力第二名。2011年国际泳联短池游泳世界杯北京站女子400米个人混合泳金牌。2012年全国游泳冠军赛暨奥运选拨赛女子400米个人混合泳决赛季军。2016年钜派杯全国游泳冠军赛暨里约奥运选拔赛女子400米混合泳冠军。,http://info.2016.163.com/athlete/7991.html
刘湘,Liu Xiang ,女,1996年9月1日,,,游泳,广东,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,刘湘，1996年9月1日生于广东，现中国女子游泳运动员，主要参与50米蝶泳、50米自由泳、50米仰泳等项目。这位泳池里的短距离之王被许多观众称为“泳坛第一美女”。在本次里约奥运会上，刘湘将出战女子50米自由泳项目。详细介绍主要战绩2012全国游泳锦标赛50米蝶泳金牌。2013全国青年游泳锦标赛50米自由泳金牌。2014全国游泳锦标赛50米仰泳金牌。2015年全国游泳冠军赛获得女子50米自由泳的金牌。2015年第16届喀山世界游泳锦标赛女子50米仰泳铜牌。2016年钜派杯全国游泳冠军赛暨里约奥运会选拔赛女子50米自由泳银牌。,http://info.2016.163.com/athlete/7992.html
朱梦惠,Zhu Menghui,女,1999年,,,游泳,浙江,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,朱梦惠，中国游泳运动员。朱梦惠于2015年进入国家队，曾获2015年喀山游泳世锦赛接力第四名、2015年福州青运会女子100米自由泳冠军、2014全国游泳锦标赛女子50米自由泳决赛冠军等优异奖项。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，朱梦惠名列出征游泳队名单。她将出战女子4×100米自由泳项目。详细介绍主要战绩2014年全国游泳锦标赛女子50米自由泳冠军。2015年喀山游泳世锦赛上与队友合作拿到了接力第四名。2015年福州青运会女子100米自由泳冠军。2016年“钜派杯”全国游泳冠军赛暨里约奥运会选拔赛女子50米自由泳季军。,http://info.2016.163.com/athlete/8000.html
张馨予,Zhang Xinyu,女,,,,游泳,河南,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,"张馨予，中国女子游泳运动员，在本届里约奥运会上她将出战女子200米蛙泳项目。详细介绍主要战绩2014年短池游泳世锦赛女子100米蛙泳以1分07秒36排名第30位。        	  	  ",http://info.2016.163.com/athlete/8003.html
张雨霏,Zhang Yufei,女,1998年4月,,,游泳,江苏,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,张雨霏，江苏徐州人，中国江苏省女子游泳选手。2012年11月，首次代表中国参加世界大赛就斩获一银一铜。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，张雨霏名列出征游泳队名单，在里约奥运会上她将出战女子200米蝶泳项目。详细介绍主要战绩2010年江苏省第十七届运动会，获得了2枚金牌、3枚银牌、1枚铜牌。2011年第十一届全国中学生运动会上，独得游泳项目三金一银。2012年全国游泳冠军赛暨奥运选拔赛，一人角逐十个项目，其中有三个项目闯进前八。2012年短池游泳世界杯系列赛北京站女子400米自由泳冠军和100米蝶泳季军。2014年全国游泳冠军赛暨亚运会选拔赛女子50米蝶泳季军。2014年南京青奥会女子200米蝶泳银牌、女子4×100米混合泳接力金牌（张雨霏、邱钰涵、沈铎和贺赟）。2014年青岛锦标赛100米自由泳季军。2014年第十七届亚运会仁川亚运会女子4x100m自由泳接力赛，以3分37秒25获得冠军。（叶诗文、沈铎、唐奕、张雨霏）。2014年短池游泳世锦赛400米自由泳季军。2015年世界游泳锦标赛女子200米蝶泳季军。,http://info.2016.163.com/athlete/8004.html
张雨涵,Zhang Yuhan,女,1995年,,,游泳,湖北,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,张雨涵，原名张欣，女，1995年出生于湖北武汉，中国女子游泳运动员，解放军选手。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，张雨涵名列出征游泳队名单。她将出战女子400米自由泳和女子800米自由泳两个项目。详细介绍主要战绩2011年全国城运会800米自由泳以8分50秒56获第七名。2012年全国锦标赛女子800自游泳决赛第5名。2013年第十二届全运会游泳女子400米自由泳亚军。2014年韩国仁川亚运会女子400米自由泳冠军。2015年珀斯四国游泳赛800米自由泳获季军。2015年珀斯四国游泳赛400米自由泳获冠军。2015年全国游泳冠军赛女子800米自由泳冠军。2015年游泳世界杯莫斯科站女子800米自由泳冠军。2016年钜派杯全国游泳冠军赛暨里约奥运选拔赛女子800米自由泳冠军、400米自由泳季军。个人荣誉2015年1月5日，授予国际级运动健将和运动健将称号。,http://info.2016.163.com/athlete/8006.html
汪雪儿,Wang Xueer,女,1998年,,,游泳,广东,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,"汪雪儿，女，1998年出生，广东中山籍，中国女子游泳运动员。2014年9月24日，仁川亚运会获得女子100米仰泳季军。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，汪雪儿名列出征游泳运动员名单，她将出战女子100米仰泳项目。详细介绍主要战绩2011年广东省运会少年丙组女子200米混合泳金牌。2011年广东省运会少年丙组女子仰泳全能比赛金牌。2011年全国第十一届中学生运动会100米仰泳、200米仰泳、100米混合接力金牌。2014年全国游泳冠军赛100米仰泳、4×100米混合泳接力亚军。2014年仁川亚运会获得女子100米仰泳季军。2014年全国游泳锦标赛女子50米仰泳季军。2016年钜派杯全国游泳冠军赛暨里约奥运选拔赛女子100米仰泳冠军。",http://info.2016.163.com/athlete/8008.html
艾衍含,Ai Yanhan,女,2002年2月7日,,,游泳,湖北,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,艾衍含，2002年2月7日出生，中国游泳运动员。2016年全国游泳冠军赛塈里约奥运会选拔赛中，艾衍含在女子200米自由泳决赛中以1分56秒46的好成绩获得铜牌，并顺利取得参加巴西里约奥运会参赛资格。在里约奥运会上她将出战女子4×200米自由泳项目。详细介绍主要战绩2014年在全国冬季游泳锦标赛中一人独得3枚金牌，三项成绩均达国家运动健将标准。2015年全国游泳冠军赛，在国家队主力全部参赛的情况下，艾衍含在女子100米自由泳比赛中以55秒34的成绩杀入前六名。2016年全国游泳冠军赛女子200米自由泳季军。个人荣誉2013年，艾衍含被评为武汉市十佳少年。2016年4月24日，全国游泳冠军赛暨里约奥运选拔赛表彰大会，在北京天坛公寓举行。邱子傲以及艾衍含拿到最佳新人奖。,http://info.2016.163.com/athlete/8011.html
柳雅欣,Liu Yaxin,女,1999年,,,游泳,浙江,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,柳雅欣，中国女子游泳运动员。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，柳雅欣名列出征游泳队名单，她将出战女子200米仰泳项目。详细介绍主要战绩2014年全国游泳锦标赛女子200米仰泳冠军、4×100米混合接力冠军及女子400米个人混合泳亚军。2016年钜派杯全国游泳冠军赛暨里约奥运选拔赛女子200米仰泳冠军。,http://info.2016.163.com/athlete/8014.html
侯雅雯,Hou Yanwen,女,,,,游泳,辽宁,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,侯雅雯，中国游泳运动员。在里约奥运会上她将出战女子800米自由泳项目。详细介绍主要战绩2015年国际泳联游泳世界杯女子400米自由泳、800米自由泳亚军。2016年钜派杯全国游泳冠军赛暨里约奥运选拔赛女子800米自由泳季军。,http://info.2016.163.com/athlete/8017.html
于静瑶,Yu Jingyao,女,1999年2月13日,,,游泳,北京,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,于静瑶，中国游泳运动员。1999年2月13日出生，这次冠军赛最意外的冷门选手之一，在女子100米蛙泳和200米蛙泳上都是第一个拿到奥运A标。于静瑶在200米蛙泳上就将拿到一张奥运门票，因为中国队在200米蛙泳上，也只有史婧琳和于静瑶达到奥运A标。详细介绍主要战绩2016年钜派杯全国游泳冠军赛暨里约奥运选拔赛在广东佛山进行，女子100米蛙泳半决赛，北京水立方的于静瑶，后来居上超越目前唯一获得奥运A标的江苏名将史婧琳，以1分07秒53排名第一。决赛中，于静瑶表现一般，以1分08秒55排名第五。2016年钜派杯全国游泳冠军赛暨里约奥运选拔赛，女子200米蛙泳半决赛，北京水立方的于静瑶以2分26秒39排名第一。 决赛中，于静瑶只以2分29秒71排名第四,http://info.2016.163.com/athlete/8025.html
唐雨婷,Tang Yuting,女,1999年,,,游泳,广东,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,"唐雨婷，中国游泳运动员，在2015年1月被国家体育总局授予运动健将称号。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，唐雨婷名列出征游泳队运动员名单,她将出战女子4×100米自由泳项目。详细介绍主要战绩2014年短池世界杯50米自由泳游出24.48秒的成绩。2015年福州青运会游泳比赛女子4x100米混合泳冠军。个人荣誉2015年1月，被授予运动健将称号",http://info.2016.163.com/athlete/8031.html
祖立军,Zu Lijun,男,1989年11月26日,1.85米,,游泳,江苏,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,1989年11月26日出生，身高1.85米，体重80公斤，所属运动队为解放军队。详细介绍个人生涯2011年7月，第五届世界军人运动会，获得男子400米、男子1500米自由泳冠军。2011年，国际泳联10公里马拉松游泳世界杯(中国汕头站)男子组亚军。2013年9月3日，第十二届全运会男子10公里马拉松游泳金牌。,http://info.2016.163.com/athlete/8032.html
徐嘉余,Xu Jiayu,男,1995年8月19日,1.84米,,游泳,浙江,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,徐嘉余，1995年8月19日出生于浙江省温州市，游泳运动员，主攻男子仰泳项目，效力于中国男子游泳队。男子100米、50米、200米仰泳项目中国全国记录保持者。详细介绍个人生涯2014年全国游泳冠军赛男子100米仰泳冠军，打破全国纪录。2014年全国游泳冠军赛男子50米仰泳冠军，打破全国纪录。2014年全国游泳冠军赛男子200米仰泳冠军，打破全国纪录。2014年仁川亚运会男子4x100混合泳接力冠军。2016年全国游泳冠军赛男子200米仰泳冠军，打破由自己保持的全国纪录。,http://info.2016.163.com/athlete/8043.html
张麒斌,Zhang Qibin,男,1994年6月,,,游泳,山东,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,张麒斌，1994年6月出生于山东淄博，中国男子游泳队运动员，2009年进入山东省游泳队，曾获全国游泳冠军赛50米蝶泳冠军，城市运动会获得100米蝶泳、200米蝶泳冠军。获得2016里约奥运会参赛资格。详细介绍个人生涯2011年全国游泳冠军赛获50米蝶泳冠军、100米蝶泳亚军，入选国家游泳明星接力队。2011年第七届城市运动会获得100米蝶泳、200米蝶泳冠军，加冕双冠王。2014年9月参加仁川亚运会男子100米蝶泳，获得第5名。2014年10月参加全国游泳锦标赛，男子50米蝶泳冠军。2015年全国游泳锦标赛，100米蝶泳亚军。,http://info.2016.163.com/athlete/8044.html
毛飞廉,Mao Feilian,男,1993年,,,游泳,浙江,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,毛飞廉，中国男子游泳队运动员，浙江杭州人。详细介绍个人生涯2013年4月6日，全国游泳冠军赛上，2分11秒16的成绩打破200米蛙泳全国纪录并夺得金牌。2013年9月8日，第十二届全运会男子200米蛙泳决赛中，以2分10秒25的成绩打破全国纪录并获得冠军。2016年，全国游泳冠军赛暨里约奥运选拔赛，男子200米蛙泳决赛，游出2分09秒98夺冠。,http://info.2016.163.com/athlete/8055.html
林永庆,Lin Yongqing,男,1992年12月24日,190cm,80kg,游泳,辽宁,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,林永庆，1992年12月24日生于辽宁省辽阳市，就读于北京体育大学，中国男子游泳队运动员，亚运会冠军，新生代中国游泳运动员。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，林永庆名列出征游泳队运动员名单。详细介绍个人生涯2014年短池世界杯男子200米自由泳季军。2014年仁川亚运会男子4x200米自由泳接力亚军、男子4x100米自由泳接力冠军。2015年全国游泳冠军赛男子100米自由泳季军。2016年全国游泳冠军赛男子100米自由泳亚军。,http://info.2016.163.com/athlete/8056.html
李响, Li Xiang,男,1993年7月2日,1.92米,86公斤,游泳,天津,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,李响，天津人，中国男子游泳队运动员，主攻蛙泳。李响6岁开始练习游泳，2006年进入天津队。2008年荣获运动健将的称号；2014年获得体坛风云人物最佳组合奖的提名。详细介绍个人生涯2013年9月9日，在辽宁沈阳举行的第十二届全国运动会男子200米蛙泳，以2分10秒55获得亚军。2014年5月14日，全国游泳冠军赛暨亚运会选拔赛，在50米、100米、200米蛙泳的比赛中都获得金牌。2014年9月24日，在亚运会男子100蛙决赛中，以1分00秒91的成绩排名第三。2015年4月，在全国游泳冠军赛，男子100米蛙泳以1分0秒13的成绩夺冠，并打破全国纪录。,http://info.2016.163.com/athlete/8058.html
商科元,Shang Keyuan,男,1995年2月4日,,,游泳,浙江,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,商科元，中国游泳运动员。9岁时被输送到绍兴市体校训练，4年后送入省队，当时他的100米自由泳成绩已经在1分钟以内。被送入省队后，商科元得到了著名教练同时也是孙杨的教练朱志根的指导，经过3年的训练，成绩突飞猛进。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，商科元名列出征游泳队运动员名单。详细介绍个人生涯2016年全国游泳冠军赛，男子200米自由泳亚军。2016年全国游泳冠军赛，男子4*200米自由泳接力，由汪顺、商科元、李昀琦和邱子傲出战的国家队，以7分13秒19的成绩夺冠。,http://info.2016.163.com/athlete/8059.html
余贺新,Yu Hexin,男,1996年01月01日,,,游泳,广东,http://img1.cache.netease.com/pcluster/olympicinfo/post/056/896/aa3/522018097e7e21693c276c7_160x108.jpg,余贺新，男，生于1996年，是在老将周嘉威退役之后，被视为广东泳坛的接班人。曾青岛举行的全国游泳锦标赛中，包揽了广东队的两枚金牌，入选了国家队，并出战韩国仁川举行的亚运会。2016年7月18日，国家体育总局正式对外公布参加里约奥运会的中国运动员名单，其中男运动员余贺新在内。详细介绍个人生涯2014年全国游泳冠军赛暨亚运会选拔赛男子50米、100米自由泳冠军。2014年南京青奥会游泳项目男子50米自由泳、50米蝶泳冠军。2015年4月，在全国游泳冠军赛及游泳世锦赛选拔赛男子50米蝶泳决赛中，打破男子50米蝶泳亚洲纪录，成绩是23秒37。2016年全国游泳冠军赛暨里约奥运选拔赛，男子50米和100米自由泳两枚金牌。,http://info.2016.163.com/athlete/8089.html
